Ma sinh vien,Ho ten,Nam sinh,Diem trung tuyen,Diem TB
45778704,Vu Minh,2002,27.5,9.8
61347147,Bui Duc,2003,25.4,8.1
97330563,Hoang Van,2002,26.9,8.3
63063990,Vu Duc,2002,27.5,9.5
35040823,Do Minh,2002,26.0,8.4
39470380,Dang Thi,2002,27.3,8.6
98750223,Do Thanh,2002,28.2,7.6
18205094,Huynh Van,2002,26.9,9.8
76048066,Pham Thi,2003,27.1,9.0
46808005,Huynh Duc,2003,26.1,8.2
83931307,Le Thi,2002,25.2,7.7
12448257,Tran Minh,2003,26.7,9.0
40902426,Hoang Hoan,2002,28.8,9.5
7728530,Pham Van,2003,25.8,7.5
80324056,Do Thanh,2002,27.3,7.8
48067282,Do Thanh,2002,26.9,7.8
17317372,Tran Duc,2002,26.7,8.6
87160387,Do Thi,2002,29.5,9.0
59988677,Vu Duc,2002,28.1,9.8
99904486,Pham Huong,2003,26.2,9.0
4677840,Vu Huong,2002,29.1,8.7
60272081,Hoang Thi,2002,27.0,9.7
44916403,Le Van,2002,26.8,7.7
3161424,Huynh Huong,2002,28.6,8.2
90011495,Bui Hoan,2002,28.5,9.3
31371389,Nguyen Huong,2002,29.6,7.6
10139284,Pham Tuan,2002,29.9,8.4
35040823,Do Minh,2002,26.0,8.4
39470380,Dang Thi,2002,27.3,8.6
98750223,Do Thanh,2002,28.2,7.6
18205094,Huynh Van,2002,26.9,9.8
76048066,Pham Thi,2003,27.1,9.0
46808005,Huynh Duc,2003,26.1,8.2
83931307,Le Thi,2002,25.2,7.7
12448257,Tran Minh,2003,26.7,9.0
40902426,Hoang Hoan,2002,28.8,9.5
7728530,Pham Van,2003,25.8,7.5
80324056,Do Thanh,2002,27.3,7.8
48067282,Do Thanh,2002,26.9,7.8
17317372,Tran Duc,2002,26.7,8.6
87160387,Do Thi,2002,29.5,9.0
59988677,Vu Duc,2002,28.1,9.8
99904486,Pham Huong,2003,26.2,9.0
4677840,Vu Huong,2002,29.1,8.7
60272081,Hoang Thi,2002,27.0,9.7
44916403,Le Van,2002,26.8,7.7
3161424,Huynh Huong,2002,28.6,8.2
90011495,Bui Hoan,2002,28.5,9.3
31371389,Nguyen Huong,2002,29.6,7.6
10139284,Pham Tuan,2002,29.9,8.4
45472567,Tran Huong,2002,28.4,8.8
29969889,Pham Huong,2003,25.7,7.8
8080336,Huynh Hoan,2003,29.8,8.0
46502265,Tran Thi,2003,27.3,8.1
6850260,Huynh Huong,2002,28.2,7.6
86031098,Do Huong,2003,27.9,9.8
80367436,Dang Van,2002,29.2,9.8
33349153,Huynh Van,2003,27.5,9.1
84700833,Bui Nhu,2003,28.6,8.9
49893916,Pham Minh,2002,28.5,9.9
3565564,Bui Thi,2003,29.2,9.3
40507641,Bui Thanh,2003,25.7,10.0
25570179,Do Nhu,2003,25.2,9.3
74960812,Bui Hoan,2002,28.0,7.9
90657999,Le Hoan,2002,26.8,9.4
22668828,Vu Tuan,2003,25.5,8.1
6077502,Le Thanh,2002,25.8,8.3
62161893,Dang Thi,2003,26.3,9.7
46159265,Pham Tuan,2002,29.8,7.7
41066789,Huynh Van,2003,29.0,7.8
14736437,Le Hoan,2003,28.4,7.8
77585923,Le Nhu,2003,25.2,8.4
46713040,Bui Nhu,2002,26.4,8.4
13180423,Vu Hai,2002,30.0,9.9
48242688,Do Hoan,2003,28.3,8.7
45472567,Tran Huong,2002,28.4,8.8
29969889,Pham Huong,2003,25.7,7.8
8080336,Huynh Hoan,2003,29.8,8.0
46502265,Tran Thi,2003,27.3,8.1
6850260,Huynh Huong,2002,28.2,7.6
86031098,Do Huong,2003,27.9,9.8
80367436,Dang Van,2002,29.2,9.8
33349153,Huynh Van,2003,27.5,9.1
84700833,Bui Nhu,2003,28.6,8.9
49893916,Pham Minh,2002,28.5,9.9
3565564,Bui Thi,2003,29.2,9.3
40507641,Bui Thanh,2003,25.7,10.0
25570179,Do Nhu,2003,25.2,9.3
74960812,Bui Hoan,2002,28.0,7.9
90657999,Le Hoan,2002,26.8,9.4
22668828,Vu Tuan,2003,25.5,8.1
6077502,Le Thanh,2002,25.8,8.3
62161893,Dang Thi,2003,26.3,9.7
46159265,Pham Tuan,2002,29.8,7.7
41066789,Huynh Van,2003,29.0,7.8
14736437,Le Hoan,2003,28.4,7.8
77585923,Le Nhu,2003,25.2,8.4
46713040,Bui Nhu,2002,26.4,8.4
13180423,Vu Hai,2002,30.0,9.9
48242688,Do Hoan,2003,28.3,8.7
89583928,Huynh Huong,2002,27.9,7.9
95093178,Tran Thanh,2002,26.1,7.8
31209368,Huynh Hai,2003,27.1,8.5
86160887,Do Thanh,2002,25.5,7.6
23244194,Bui Hoan,2003,26.5,7.5
64600058,Do Tuan,2002,27.5,9.7
2699035,Huynh Thanh,2002,27.5,8.3
88899171,Vu Duc,2003,25.1,8.4
396280,Le Van,2003,26.8,8.6
26323687,Do Nhu,2002,27.5,7.9
40555050,Le Van,2003,27.1,9.8
79939868,Le Van,2002,25.2,8.4
50261094,Huynh Nhu,2002,28.0,9.3
8285292,Huynh Hoan,2003,26.3,8.1
26200316,Do Hai,2003,29.2,10.0
37411981,Bui Tuan,2002,28.5,9.7
27998495,Tran Hoan,2003,29.1,9.8
96297436,Do Minh,2002,26.7,7.9
2835041,Do Hai,2002,29.3,9.8
41623948,Bui Huong,2002,26.4,8.1
44073703,Vu Hoan,2003,27.9,8.9
82018665,Pham Duc,2002,25.8,7.5
41121013,Vu Duc,2003,29.1,9.1
40621063,Dang Nhu,2002,28.7,9.3
82675614,Do Nhu,2002,27.4,7.7
31867511,Hoang Duc,2003,26.8,7.6
97420955,Tran Duc,2002,28.5,9.5
96640834,Pham Minh,2003,26.2,9.3
36940834,Huynh Minh,2003,26.3,8.8
89583928,Huynh Huong,2002,27.9,7.9
95093178,Tran Thanh,2002,26.1,7.8
31209368,Huynh Hai,2003,27.1,8.5
86160887,Do Thanh,2002,25.5,7.6
23244194,Bui Hoan,2003,26.5,7.5
64600058,Do Tuan,2002,27.5,9.7
2699035,Huynh Thanh,2002,27.5,8.3
88899171,Vu Duc,2003,25.1,8.4
396280,Le Van,2003,26.8,8.6
26323687,Do Nhu,2002,27.5,7.9
40555050,Le Van,2003,27.1,9.8
79939868,Le Van,2002,25.2,8.4
50261094,Huynh Nhu,2002,28.0,9.3
8285292,Huynh Hoan,2003,26.3,8.1
26200316,Do Hai,2003,29.2,10.0
37411981,Bui Tuan,2002,28.5,9.7
27998495,Tran Hoan,2003,29.1,9.8
96297436,Do Minh,2002,26.7,7.9
2835041,Do Hai,2002,29.3,9.8
41623948,Bui Huong,2002,26.4,8.1
44073703,Vu Hoan,2003,27.9,8.9
82018665,Pham Duc,2002,25.8,7.5
41121013,Vu Duc,2003,29.1,9.1
40621063,Dang Nhu,2002,28.7,9.3
82675614,Do Nhu,2002,27.4,7.7
31867511,Hoang Duc,2003,26.8,7.6
97420955,Tran Duc,2002,28.5,9.5
96640834,Pham Minh,2003,26.2,9.3
36940834,Huynh Minh,2003,26.3,8.8
86131488,Tran Minh,2003,28.4,8.5
34800651,Pham Tuan,2003,26.7,7.8
36013316,Nguyen Thanh,2002,28.1,8.2
6189085,Nguyen Tuan,2003,29.3,7.5
96698591,Hoang Hoan,2003,27.7,7.7
74521853,Dang Thi,2003,28.8,7.8
84060700,Huynh Nhu,2002,25.5,9.7
79941112,Pham Duc,2003,28.5,9.9
36225285,Tran Hai,2002,25.3,9.6
49110812,Hoang Huong,2002,26.1,9.2
96657600,Nguyen Tuan,2003,26.8,9.0
50420283,Nguyen Thanh,2003,29.2,7.9
97191377,Vu Thanh,2002,28.7,9.9
12163910,Dang Thi,2002,25.2,7.5
42656632,Le Van,2002,29.9,7.6
33117387,Huynh Thi,2002,27.7,7.7
41280600,Nguyen Thanh,2003,28.0,9.5
10436471,Le Hoan,2002,28.4,9.9
6996815,Huynh Thi,2002,29.0,7.8
73525933,Hoang Van,2003,28.4,8.4
86131488,Tran Minh,2003,28.4,8.5
34800651,Pham Tuan,2003,26.7,7.8
36013316,Nguyen Thanh,2002,28.1,8.2
6189085,Nguyen Tuan,2003,29.3,7.5
96698591,Hoang Hoan,2003,27.7,7.7
74521853,Dang Thi,2003,28.8,7.8
84060700,Huynh Nhu,2002,25.5,9.7
79941112,Pham Duc,2003,28.5,9.9
36225285,Tran Hai,2002,25.3,9.6
49110812,Hoang Huong,2002,26.1,9.2
96657600,Nguyen Tuan,2003,26.8,9.0
50420283,Nguyen Thanh,2003,29.2,7.9
97191377,Vu Thanh,2002,28.7,9.9
12163910,Dang Thi,2002,25.2,7.5
42656632,Le Van,2002,29.9,7.6
33117387,Huynh Thi,2002,27.7,7.7
41280600,Nguyen Thanh,2003,28.0,9.5
10436471,Le Hoan,2002,28.4,9.9
6996815,Huynh Thi,2002,29.0,7.8
73525933,Hoang Van,2003,28.4,8.4
95760725,Vu Hai,2002,27.2,8.5
39299158,Le Duc,2002,27.9,9.2
94590643,Hoang Minh,2003,25.1,8.2
16075510,Bui Huong,2002,25.8,9.3
95580146,Pham Thi,2003,27.3,8.6
79057371,Do Duc,2002,25.4,9.6
13382197,Tran Hai,2003,29.7,8.9
41087785,Do Hoan,2002,25.2,8.3
95242170,Tran Thi,2002,29.0,8.4
62862423,Tran Huong,2003,26.4,10.0
16931046,Bui Hoan,2002,26.2,8.1
66421868,Nguyen Hoan,2003,30.0,9.2
2175308,Huynh Minh,2002,29.5,9.6
34237873,Vu Thi,2002,26.5,9.9
62422069,Le Huong,2003,28.6,8.4
56032708,Dang Thanh,2002,26.4,9.5
68391472,Pham Minh,2003,27.2,9.3
412300,Vu Tuan,2002,27.8,8.3
93627506,Pham Thi,2003,28.8,8.8
55385360,Hoang Tuan,2003,27.5,8.7
79348337,Dang Van,2003,26.7,8.8
95760725,Vu Hai,2002,27.2,8.5
39299158,Le Duc,2002,27.9,9.2
94590643,Hoang Minh,2003,25.1,8.2
16075510,Bui Huong,2002,25.8,9.3
95580146,Pham Thi,2003,27.3,8.6
79057371,Do Duc,2002,25.4,9.6
13382197,Tran Hai,2003,29.7,8.9
41087785,Do Hoan,2002,25.2,8.3
95242170,Tran Thi,2002,29.0,8.4
62862423,Tran Huong,2003,26.4,10.0
16931046,Bui Hoan,2002,26.2,8.1
66421868,Nguyen Hoan,2003,30.0,9.2
2175308,Huynh Minh,2002,29.5,9.6
34237873,Vu Thi,2002,26.5,9.9
62422069,Le Huong,2003,28.6,8.4
56032708,Dang Thanh,2002,26.4,9.5
68391472,Pham Minh,2003,27.2,9.3
412300,Vu Tuan,2002,27.8,8.3
93627506,Pham Thi,2003,28.8,8.8
55385360,Hoang Tuan,2003,27.5,8.7
79348337,Dang Van,2003,26.7,8.8
42739014,Tran Van,2002,27.2,9.5
91246949,Pham Tuan,2002,29.9,9.3
1796740,Huynh Hai,2003,27.6,8.5
54681451,Dang Nhu,2002,26.6,9.1
95503140,Bui Thi,2003,26.4,8.5
20944626,Hoang Thi,2003,28.4,7.6
57616730,Nguyen Thanh,2002,25.0,8.0
41335373,Do Huong,2002,25.1,9.1
25853936,Do Duc,2003,25.8,7.8
25693952,Do Thanh,2003,27.3,8.0
82269837,Do Tuan,2002,26.4,9.2
90563037,Dang Tuan,2002,28.2,7.9
68822226,Huynh Thi,2003,26.8,7.6
83840724,Tran Van,2003,27.6,9.1
26349260,Pham Duc,2003,28.4,9.5
19696940,Tran Minh,2003,28.6,7.5
10034921,Pham Tuan,2003,29.1,9.9
58628818,Huynh Duc,2002,27.0,9.1
17593767,Nguyen Huong,2002,25.3,8.7
54962617,Tran Minh,2002,25.1,8.6
82428627,Bui Van,2002,29.0,8.0
56128073,Do Thi,2002,29.8,8.3
99859471,Do Minh,2003,29.4,7.9
76882813,Le Van,2002,28.6,7.9
91971304,Tran Minh,2002,29.1,7.7
42739014,Tran Van,2002,27.2,9.5
91246949,Pham Tuan,2002,29.9,9.3
1796740,Huynh Hai,2003,27.6,8.5
54681451,Dang Nhu,2002,26.6,9.1
95503140,Bui Thi,2003,26.4,8.5
20944626,Hoang Thi,2003,28.4,7.6
57616730,Nguyen Thanh,2002,25.0,8.0
41335373,Do Huong,2002,25.1,9.1
25853936,Do Duc,2003,25.8,7.8
25693952,Do Thanh,2003,27.3,8.0
82269837,Do Tuan,2002,26.4,9.2
90563037,Dang Tuan,2002,28.2,7.9
68822226,Huynh Thi,2003,26.8,7.6
83840724,Tran Van,2003,27.6,9.1
26349260,Pham Duc,2003,28.4,9.5
19696940,Tran Minh,2003,28.6,7.5
10034921,Pham Tuan,2003,29.1,9.9
58628818,Huynh Duc,2002,27.0,9.1
17593767,Nguyen Huong,2002,25.3,8.7
54962617,Tran Minh,2002,25.1,8.6
82428627,Bui Van,2002,29.0,8.0
56128073,Do Thi,2002,29.8,8.3
99859471,Do Minh,2003,29.4,7.9
76882813,Le Van,2002,28.6,7.9
91971304,Tran Minh,2002,29.1,7.7
94249635,Nguyen Thanh,2002,28.7,7.6
6619443,Hoang Tuan,2002,25.9,9.4
21524768,Do Duc,2002,27.0,8.3
64310290,Bui Huong,2003,28.8,9.5
60790443,Le Thi,2003,27.6,9.0
93485930,Pham Duc,2002,29.3,9.9
83189746,Hoang Hoan,2003,26.4,9.6
27643559,Hoang Minh,2003,27.4,8.1
71604934,Dang Hai,2002,28.7,8.7
33078389,Tran Thanh,2002,29.9,9.2
74854211,Do Thanh,2002,25.4,8.9
91358332,Pham Tuan,2003,27.6,9.3
80109457,Nguyen Nhu,2002,28.0,8.5
45556942,Bui Thanh,2002,25.6,7.6
33955117,Dang Duc,2003,26.9,8.0
99234360,Pham Hoan,2002,26.4,9.5
13221220,Pham Huong,2003,25.7,8.6
80840229,Huynh Hoan,2003,26.2,9.5
11981145,Nguyen Hai,2002,28.5,7.7
70569814,Hoang Nhu,2003,26.1,8.0
94249635,Nguyen Thanh,2002,28.7,7.6
6619443,Hoang Tuan,2002,25.9,9.4
21524768,Do Duc,2002,27.0,8.3
64310290,Bui Huong,2003,28.8,9.5
60790443,Le Thi,2003,27.6,9.0
93485930,Pham Duc,2002,29.3,9.9
83189746,Hoang Hoan,2003,26.4,9.6
27643559,Hoang Minh,2003,27.4,8.1
71604934,Dang Hai,2002,28.7,8.7
33078389,Tran Thanh,2002,29.9,9.2
74854211,Do Thanh,2002,25.4,8.9
91358332,Pham Tuan,2003,27.6,9.3
80109457,Nguyen Nhu,2002,28.0,8.5
45556942,Bui Thanh,2002,25.6,7.6
33955117,Dang Duc,2003,26.9,8.0
99234360,Pham Hoan,2002,26.4,9.5
13221220,Pham Huong,2003,25.7,8.6
80840229,Huynh Hoan,2003,26.2,9.5
11981145,Nguyen Hai,2002,28.5,7.7
70569814,Hoang Nhu,2003,26.1,8.0
85227752,Hoang Thanh,2003,25.4,7.6
46868603,Le Van,2002,27.2,9.8
65433761,Huynh Thanh,2002,27.8,9.8
90757000,Nguyen Hai,2002,25.2,8.2
40030331,Tran Hoan,2003,27.1,7.8
78122293,Vu Hai,2003,30.0,7.7
15285592,Pham Hai,2003,25.9,9.5
38653255,Huynh Duc,2003,25.0,7.7
80667810,Pham Huong,2003,28.1,8.6
88401066,Bui Nhu,2002,28.0,7.7
30533868,Vu Duc,2003,29.2,8.8
82881419,Huynh Minh,2003,29.1,9.7
83297149,Huynh Tuan,2002,25.1,7.6
3126211,Huynh Thi,2003,25.3,7.5
51276968,Pham Nhu,2003,28.1,10.0
69685127,Nguyen Van,2003,25.5,8.3
48414269,Pham Minh,2002,28.0,9.9
71627719,Le Hoan,2002,28.3,7.7
90465835,Pham Hoan,2002,26.7,9.7
56253286,Nguyen Duc,2002,26.4,9.8
82009467,Bui Hoan,2002,25.7,9.0
12184708,Huynh Minh,2003,29.7,7.8
63458337,Do Duc,2002,29.2,9.0
36955017,Hoang Duc,2003,26.6,9.7
90168253,Tran Minh,2002,25.8,9.0
13396975,Le Huong,2003,25.4,7.9
51860143,Bui Minh,2003,27.4,8.0
95481552,Bui Tuan,2003,27.8,8.6
30314885,Nguyen Tuan,2003,26.4,9.6
16350311,Le Duc,2003,26.0,9.9
71053597,Vu Nhu,2002,29.7,9.5
36489840,Tran Nhu,2003,25.6,8.0
55764927,Dang Huong,2003,29.1,9.5
85227752,Hoang Thanh,2003,25.4,7.6
46868603,Le Van,2002,27.2,9.8
65433761,Huynh Thanh,2002,27.8,9.8
90757000,Nguyen Hai,2002,25.2,8.2
40030331,Tran Hoan,2003,27.1,7.8
78122293,Vu Hai,2003,30.0,7.7
15285592,Pham Hai,2003,25.9,9.5
38653255,Huynh Duc,2003,25.0,7.7
80667810,Pham Huong,2003,28.1,8.6
88401066,Bui Nhu,2002,28.0,7.7
30533868,Vu Duc,2003,29.2,8.8
82881419,Huynh Minh,2003,29.1,9.7
83297149,Huynh Tuan,2002,25.1,7.6
3126211,Huynh Thi,2003,25.3,7.5
51276968,Pham Nhu,2003,28.1,10.0
69685127,Nguyen Van,2003,25.5,8.3
48414269,Pham Minh,2002,28.0,9.9
71627719,Le Hoan,2002,28.3,7.7
90465835,Pham Hoan,2002,26.7,9.7
56253286,Nguyen Duc,2002,26.4,9.8
82009467,Bui Hoan,2002,25.7,9.0
12184708,Huynh Minh,2003,29.7,7.8
63458337,Do Duc,2002,29.2,9.0
36955017,Hoang Duc,2003,26.6,9.7
90168253,Tran Minh,2002,25.8,9.0
13396975,Le Huong,2003,25.4,7.9
51860143,Bui Minh,2003,27.4,8.0
95481552,Bui Tuan,2003,27.8,8.6
30314885,Nguyen Tuan,2003,26.4,9.6
16350311,Le Duc,2003,26.0,9.9
71053597,Vu Nhu,2002,29.7,9.5
36489840,Tran Nhu,2003,25.6,8.0
55764927,Dang Huong,2003,29.1,9.5
21082426,Vu Hoan,2002,28.7,9.5
89074383,Le Van,2002,26.1,7.9
85611744,Dang Huong,2002,29.6,7.9
95190587,Nguyen Hai,2003,27.9,8.0
98646013,Hoang Hoan,2003,25.5,9.2
29131223,Le Nhu,2002,27.0,8.0
33240812,Do Tuan,2002,27.1,9.6
62316661,Do Hai,2003,29.7,7.5
81961711,Dang Van,2003,28.8,9.9
5919316,Pham Duc,2002,27.6,9.9
15152422,Tran Hai,2003,26.6,8.2
68745819,Dang Tuan,2003,25.8,9.2
94273266,Bui Tuan,2003,28.7,7.8
2049305,Hoang Hoan,2003,29.3,7.9
77471762,Hoang Minh,2002,30.0,8.5
87073588,Hoang Hoan,2002,25.2,7.7
21059792,Bui Thi,2002,26.4,9.5
91295554,Do Duc,2003,30.0,8.5
61202593,Dang Thanh,2002,25.7,8.0
73027182,Pham Huong,2002,29.7,9.2
57438542,Le Duc,2003,29.6,7.8
22553075,Huynh Nhu,2003,30.0,7.7
19960349,Hoang Nhu,2002,25.5,7.9
39784138,Pham Tuan,2002,27.6,8.5
21083023,Le Hai,2003,29.8,8.5
45389349,Nguyen Tuan,2002,30.0,9.6
52505453,Le Thanh,2003,29.0,9.6
78525637,Huynh Huong,2003,28.9,9.5
84954994,Bui Minh,2002,29.4,8.3
94931011,Bui Tuan,2003,27.8,9.8
21082426,Vu Hoan,2002,28.7,9.5
89074383,Le Van,2002,26.1,7.9
85611744,Dang Huong,2002,29.6,7.9
95190587,Nguyen Hai,2003,27.9,8.0
98646013,Hoang Hoan,2003,25.5,9.2
29131223,Le Nhu,2002,27.0,8.0
33240812,Do Tuan,2002,27.1,9.6
62316661,Do Hai,2003,29.7,7.5
81961711,Dang Van,2003,28.8,9.9
5919316,Pham Duc,2002,27.6,9.9
15152422,Tran Hai,2003,26.6,8.2
68745819,Dang Tuan,2003,25.8,9.2
94273266,Bui Tuan,2003,28.7,7.8
2049305,Hoang Hoan,2003,29.3,7.9
77471762,Hoang Minh,2002,30.0,8.5
87073588,Hoang Hoan,2002,25.2,7.7
21059792,Bui Thi,2002,26.4,9.5
91295554,Do Duc,2003,30.0,8.5
61202593,Dang Thanh,2002,25.7,8.0
73027182,Pham Huong,2002,29.7,9.2
57438542,Le Duc,2003,29.6,7.8
22553075,Huynh Nhu,2003,30.0,7.7
19960349,Hoang Nhu,2002,25.5,7.9
39784138,Pham Tuan,2002,27.6,8.5
21083023,Le Hai,2003,29.8,8.5
45389349,Nguyen Tuan,2002,30.0,9.6
52505453,Le Thanh,2003,29.0,9.6
78525637,Huynh Huong,2003,28.9,9.5
84954994,Bui Minh,2002,29.4,8.3
94931011,Bui Tuan,2003,27.8,9.8
4824053,Hoang Thanh,2003,28.9,8.9
43026004,Nguyen Minh,2003,25.6,8.7
89904102,Hoang Hoan,2002,28.4,7.7
55264581,Huynh Thanh,2002,26.7,9.9
34169477,Le Thi,2003,29.9,9.2
97803113,Huynh Huong,2003,25.0,7.7
57749905,Dang Hai,2003,29.8,9.1
29351003,Dang Hai,2002,28.9,8.7
60816414,Vu Thanh,2002,27.8,8.5
91239143,Do Van,2002,28.5,7.6
4816044,Dang Van,2002,26.7,9.4
91748694,Pham Tuan,2003,28.7,8.4
23303797,Nguyen Van,2003,28.7,8.1
73507533,Nguyen Hoan,2003,27.4,7.8
47219764,Hoang Hoan,2002,29.3,9.9
51820149,Tran Huong,2002,26.6,7.9
51710160,Do Van,2003,26.9,8.1
55692349,Do Duc,2002,25.3,8.4
1741774,Tran Minh,2002,28.8,9.9
19758729,Hoang Hai,2003,25.9,9.4
28351899,Bui Duc,2002,27.8,8.2
24942240,Vu Tuan,2003,25.6,9.7
18538652,Bui Tuan,2003,27.4,8.4
46095896,Do Tuan,2003,29.3,8.9
4824053,Hoang Thanh,2003,28.9,8.9
43026004,Nguyen Minh,2003,25.6,8.7
89904102,Hoang Hoan,2002,28.4,7.7
55264581,Huynh Thanh,2002,26.7,9.9
34169477,Le Thi,2003,29.9,9.2
97803113,Huynh Huong,2003,25.0,7.7
57749905,Dang Hai,2003,29.8,9.1
29351003,Dang Hai,2002,28.9,8.7
60816414,Vu Thanh,2002,27.8,8.5
91239143,Do Van,2002,28.5,7.6
4816044,Dang Van,2002,26.7,9.4
91748694,Pham Tuan,2003,28.7,8.4
23303797,Nguyen Van,2003,28.7,8.1
73507533,Nguyen Hoan,2003,27.4,7.8
47219764,Hoang Hoan,2002,29.3,9.9
51820149,Tran Huong,2002,26.6,7.9
51710160,Do Van,2003,26.9,8.1
55692349,Do Duc,2002,25.3,8.4
1741774,Tran Minh,2002,28.8,9.9
19758729,Hoang Hai,2003,25.9,9.4
28351899,Bui Duc,2002,27.8,8.2
24942240,Vu Tuan,2003,25.6,9.7
18538652,Bui Tuan,2003,27.4,8.4
46095896,Do Tuan,2003,29.3,8.9
48025704,Huynh Nhu,2003,29.7,8.9
23852151,Bui Van,2002,29.9,7.9
33633959,Pham Nhu,2002,28.3,8.3
88771231,Huynh Van,2002,26.0,8.9
48472276,Vu Minh,2002,29.4,9.9
17615362,Pham Thi,2003,25.8,9.0
97246155,Dang Nhu,2003,29.7,9.6
11408570,Nguyen Minh,2002,26.1,9.6
91026379,Hoang Tuan,2002,29.3,8.9
43478149,Do Huong,2002,27.4,8.7
32766036,Dang Huong,2002,25.2,7.8
15907324,Huynh Duc,2002,30.0,8.5
89852715,Vu Duc,2003,28.2,8.5
87502353,Bui Duc,2003,29.4,8.7
45883530,Nguyen Nhu,2003,25.7,8.5
92687606,Nguyen Thanh,2003,27.6,8.6
3604773,Hoang Hai,2002,25.4,8.9
81815708,Dang Minh,2003,29.3,7.9
57372182,Le Thi,2003,26.1,8.4
48025704,Huynh Nhu,2003,29.7,8.9
23852151,Bui Van,2002,29.9,7.9
33633959,Pham Nhu,2002,28.3,8.3
88771231,Huynh Van,2002,26.0,8.9
48472276,Vu Minh,2002,29.4,9.9
17615362,Pham Thi,2003,25.8,9.0
97246155,Dang Nhu,2003,29.7,9.6
11408570,Nguyen Minh,2002,26.1,9.6
91026379,Hoang Tuan,2002,29.3,8.9
43478149,Do Huong,2002,27.4,8.7
32766036,Dang Huong,2002,25.2,7.8
15907324,Huynh Duc,2002,30.0,8.5
89852715,Vu Duc,2003,28.2,8.5
87502353,Bui Duc,2003,29.4,8.7
45883530,Nguyen Nhu,2003,25.7,8.5
92687606,Nguyen Thanh,2003,27.6,8.6
3604773,Hoang Hai,2002,25.4,8.9
81815708,Dang Minh,2003,29.3,7.9
57372182,Le Thi,2003,26.1,8.4
34717036,Do Nhu,2002,27.3,7.6
9349573,Bui Duc,2003,25.8,8.3
11986125,Pham Thanh,2002,25.8,7.7
95930516,Dang Van,2003,27.4,7.6
45145595,Hoang Hai,2003,28.9,9.9
74042705,Nguyen Huong,2003,28.5,8.5
81537727,Vu Huong,2003,26.2,9.9
50244886,Vu Thanh,2002,27.0,8.1
29236987,Do Tuan,2003,25.3,8.6
92289438,Hoang Huong,2002,29.0,8.2
57073805,Tran Thi,2003,27.4,9.9
56120915,Le Huong,2003,26.7,7.5
62446054,Do Hai,2003,29.7,9.1
81649905,Dang Duc,2003,27.0,9.9
90975191,Vu Huong,2003,29.4,7.6
2388080,Bui Thi,2002,28.4,8.7
96844206,Hoang Hoan,2002,27.4,9.9
70110909,Do Hoan,2002,28.6,8.2
70880832,Do Hai,2003,28.5,8.3
8637057,Vu Van,2002,26.1,8.4
85448132,Vu Van,2003,28.4,7.6
34717036,Do Nhu,2002,27.3,7.6
9349573,Bui Duc,2003,25.8,8.3
11986125,Pham Thanh,2002,25.8,7.7
95930516,Dang Van,2003,27.4,7.6
45145595,Hoang Hai,2003,28.9,9.9
74042705,Nguyen Huong,2003,28.5,8.5
81537727,Vu Huong,2003,26.2,9.9
50244886,Vu Thanh,2002,27.0,8.1
29236987,Do Tuan,2003,25.3,8.6
92289438,Hoang Huong,2002,29.0,8.2
57073805,Tran Thi,2003,27.4,9.9
56120915,Le Huong,2003,26.7,7.5
62446054,Do Hai,2003,29.7,9.1
81649905,Dang Duc,2003,27.0,9.9
90975191,Vu Huong,2003,29.4,7.6
2388080,Bui Thi,2002,28.4,8.7
96844206,Hoang Hoan,2002,27.4,9.9
70110909,Do Hoan,2002,28.6,8.2
70880832,Do Hai,2003,28.5,8.3
8637057,Vu Van,2002,26.1,8.4
85448132,Vu Van,2003,28.4,7.6
93354158,Hoang Thanh,2003,29.4,9.0
98939371,Do Tuan,2003,30.0,8.0
59571566,Hoang Van,2002,27.9,9.0
88217458,Pham Hoan,2003,25.2,9.9
45238771,Huynh Tuan,2003,25.7,9.4
53072017,Vu Tuan,2003,25.6,8.9
60554055,Huynh Hai,2002,29.0,9.5
68070318,Do Van,2003,29.0,7.6
36000540,Huynh Nhu,2003,27.5,7.9
22214705,Bui Thi,2003,27.9,8.8
18042137,Huynh Nhu,2002,25.8,9.4
48404872,Dang Thi,2002,29.8,9.6
53411386,Le Nhu,2003,28.0,8.2
32110531,Dang Thanh,2002,26.3,9.1
55926906,Dang Tuan,2003,25.1,9.1
53886513,Nguyen Van,2002,26.0,9.1
47681163,Pham Thanh,2003,27.4,9.8
97594729,Hoang Thi,2002,28.8,7.7
12311516,Nguyen Duc,2002,28.9,9.6
58358454,Dang Nhu,2003,29.5,8.7
13663968,Hoang Nhu,2002,27.6,9.4
19529153,Nguyen Thi,2002,28.7,9.6
35117594,Hoang Hoan,2002,28.5,7.8
69354170,Huynh Thi,2003,28.4,8.5
60192101,Le Thi,2002,25.5,7.5
80698807,Hoang Thi,2002,27.3,9.2
97857091,Huynh Nhu,2002,28.2,8.9
47253196,Pham Nhu,2003,29.0,7.7
70349444,Do Thi,2002,25.7,9.5
93354158,Hoang Thanh,2003,29.4,9.0
98939371,Do Tuan,2003,30.0,8.0
59571566,Hoang Van,2002,27.9,9.0
88217458,Pham Hoan,2003,25.2,9.9
45238771,Huynh Tuan,2003,25.7,9.4
53072017,Vu Tuan,2003,25.6,8.9
60554055,Huynh Hai,2002,29.0,9.5
68070318,Do Van,2003,29.0,7.6
